sentence,sentiment,positive_score,negative_score,neutral_score
"The AUD 500 million bond matures in ten years, has a coupon of 5.461 percent, and is fully hedged against interest rate and currency fluctuations.",neutral,0.105357595,0.012961865,0.8816805
Both the Schuldschein (see below) and the green bond issued under the AMTN program helped further diversify our investor base.,positive,0.9230552,0.009100575,0.067844234
"At the same time, E.ON used green bonds to meet more than 70 percent of its financing needs for fiscal year 2025, again significantly exceeding its target of over 50 percent.",positive,0.9512822,0.0155815855,0.033136234
"Schuldschein Issued On April 9, 2025, E.ON concluded a €102 million Schuldschein with a variable interest rate.",neutral,0.03761988,0.015603458,0.9467767
The Schuldschein has a term of six years.,neutral,0.020785274,0.035982043,0.9432327
New Syndicated Credit Facility Concluded In May 2025 E.ON successfully concluded a new €4.7 billion syndicated credit facility with a term of five years and two options to extend the term in each case for one year.,positive,0.7506633,0.009721384,0.23961535
"In addition, the facility’s amount can be increased by up to €1 billion during its term.",positive,0.89413714,0.008604526,0.097258314
The facility’s purpose is to secure the Group’s liquidity.,neutral,0.20882566,0.0069728633,0.7842015
It replaces E.ON’s previous €3.5 billion syndicated credit facility ahead of its maturity in October 2026.,neutral,0.09762207,0.046789642,0.8555883
The amount was increased to €4.7 billion to support E.ON’s organic growth trajectory.,positive,0.937866,0.010500395,0.051633716
"New Green Financing Framework Published On November 3, 2025, E.ON published a new Green Financing Framework, which replaces its previous Green Bond Framework.",neutral,0.15298238,0.008727897,0.83828974
"The Green Financing Framework focuses on E.ON’s power distribution networks and covers its EU taxonomy-aligned network activities not only in Germany and Sweden, but also in the Czech Republic and in Poland.",neutral,0.20254353,0.0067888866,0.79066765
"Furthermore, the framework enables E.ON to issue a broader range of green financing instruments.",neutral,0.43919224,0.0065476345,0.5542602
"Rating agency Moody’s provided a second-party opinion (“SPO”) on the sustainability credentials of E.ON’s Green Financing Framework, which it assigned its highest Sustainability Quality Score of “SQS1 Excellent.” Moody’s assessment also confirms that activities financed under the framework are fully aligned with the EU Taxonomy.",positive,0.6987799,0.008550829,0.29266927
"Termination of Agreement Reached for Sale of Energy Retail Business in Romania E.ON had signed an agreement on December 16, 2024, to sell its 68 percent shareholding in E.ON Energie România S.A. (reported in the Energy Retail Other operating segment) and its 98 percent shareholding in E.ON Asist Complet S.A. (not consolidated) to MVM Group.",positive,0.6114372,0.011461168,0.37710166
The business was classified as a disposal group under IFRS 5 since the fourth quarter of 2024.,neutral,0.020370316,0.03809925,0.94153047
"In the fourth quarter of 2025, E.ON noted the decision by MVM to withdraw its application for Foreign Direct Investment approval in Romania.",negative,0.08103861,0.4675678,0.45139354
This approval was a condition to complete the transaction alongside the approval by the European Commission.,neutral,0.16497333,0.009829628,0.82519704
"Based on the withdrawal of both approvals, E.ON and MVM agreed to terminate the sale and purchase agreement.",negative,0.019065684,0.86916757,0.11176674
E.ON will focus on further developing the businesses.,neutral,0.47191763,0.0075517334,0.5205307
"Combined Group Management Report → Business Report 36 E.ON Integrated Annual Report 2025 Accordingly, the Energy Retail business in Romania no longer meets the criteria of IFRS 5.7-9 and is therefore no longer classified as held for sale as of December 31, 2025.",neutral,0.016600009,0.48973617,0.49366382
"Consequently, for fiscal year 2025, scheduled depreciation and amortization of around € -9 million had to be made up ex- post on the depreciable assets that had previously been part of the disposal group and for which a prohibition of depreciation and amortization was in force during this time in accordance with IFRS 5.25.",neutral,0.018496206,0.039371062,0.9421328
Agreement to Sell Gas Distribution Network in the Czech Republic In September 2025 E.ON signed an agreement with GasNet s.r.o.,positive,0.9316704,0.0134392055,0.054890357
(a ČEZ Group company) to sell its 100 percent stake in Gas Distribution s.r.o.,neutral,0.03482296,0.019333854,0.9458431
The company is part of Energy Networks’ Central Eastern Europe.,neutral,0.058008384,0.011873054,0.93011856
"The transaction, which was subject to necessary regulatory approvals, was expected to be completed in the first half of 2026.",neutral,0.08064076,0.011069836,0.90828943
"For the aforementioned reasons, the company is reported as a disposal group in accordance with IFRS 5.",neutral,0.031546663,0.018225666,0.9502277
"This classification first took effect on September 30, 2025, and will remain until the transaction’s closing.",neutral,0.021663615,0.022110283,0.95622605
"Neither as of September 30 nor as of December 31, 2025, was it necessary to recognize an impairment loss in the disposal group by reducing the carrying amount to fair value less costs to sell.",neutral,0.37020776,0.024973337,0.60481894
"More information on the transaction’s closing on January 15, 2026, is provided on the next page.",neutral,0.020112347,0.028908907,0.9509787
"Deconsolidation of NEW AG As part of the strategic fine-tuning of its shareholding portfolio, E.ON deconsolidated its previously fully consolidated shareholding in NEW AG and in NEW Group’s subsidiaries as of September 30, 2025.",neutral,0.08349607,0.010844463,0.90565944
"These business activities, which were previously reported in two segments (Energy Networks – Germany and Energy Retail – Germany) will henceforth be reported in the Energy Networks – Germany segment as a shareholding accounted for using the equity method in accordance with IAS 28.",neutral,0.034511354,0.014154432,0.9513342
The reclassification reflects a change in control rights for the shareholding and was made on the basis of a remeasurement of the shareholding’s current fair value.,neutral,0.051928703,0.014644001,0.9334273
The deconsolidation resulted in a loss of roughly €400 million.,neutral,0.0237213,0.34026638,0.6360124
"The loss, which is entirely attributable to the remeasurement of the remaining shares at fair value, is reported under other operating expenses as a non-operating result.",negative,0.009322665,0.882191,0.10848625
The deconsolidation loss is mainly technical in nature and results from the allocation of the departing segments’ goodwill on the basis of relative amounts in accordance with IAS 36.86.,neutral,0.026465012,0.084512375,0.88902265
Subsequent Events E.ON Successfully Concludes Two Bond Issues after the Balance-Sheet Date E.ON successfully issued two bonds totaling €1.6 billion in early January 2026: • €750 million bond that matures in January 2034 and has a coupon of 3.448 percent • €850 million green bond that matures in January 2038 and has a coupon of 3.895 percent.,neutral,0.3989552,0.013421056,0.5876238
The green bond marks the first issuance under the Green Financing Framework that E.ON published in November 2025.,neutral,0.061851636,0.010212335,0.9279361
This transaction enables E.ON to secure a portion of its funding requirements for 2026.,positive,0.9014964,0.008801472,0.08970211
"Furthermore, on January 23, 2026, E.ON concluded the issue of a €300 million Schuldschein with a variable interest rate .",neutral,0.08395248,0.01119319,0.90485436
This Schuldschein has a term of six years.,neutral,0.020810695,0.030886633,0.9483027
Sale of Gas Distribution Network in the Czech Republic Closed We reported in the section above on the agreed-on sale of our gas distribution network in the Czech Republic.,neutral,0.05812039,0.01350681,0.92837286
"The transaction closed on January 15, 2026.",neutral,0.019473422,0.031870447,0.9486562
It yields disposal gains in the low triple-digit million range.,positive,0.8905299,0.022921171,0.086548895
"There was consequently no need for an impairment charge on the balance-sheet date.Combined Group Management Report → Business Report 37 E.ON Integrated Annual Report 2025 Segment Information We are one of Europe’s largest energy companies and have about 78,300 employees.4 E.ON is divided into three business divisions—Energy Networks, Energy Infrastructure Solutions, and Energy Retail—plus Corporate Functions.",neutral,0.031202246,0.017309638,0.9514882
"Our 1.2 million kilometers of energy distribution networks and 33.3 million customers enable us to play a leading role in shaping a green, digital, and decentralized energy world.5 It's on us to make new energy work.",neutral,0.47334978,0.008808185,0.5178421
Market Positions in Fiscal Year 2025 • Market position by country E.ON— the playmaker of the energy transition— is active across much of Europe.,neutral,0.48616776,0.0077912672,0.50604093
"Our markets that generate the most earnings are Germany, the United Kingdom, the Netherlands, Sweden, and Czechia.",neutral,0.07185774,0.01363745,0.91450477
"• Market position by number of customers5 Measured by the number of power and gas customers, E.ON is the largest energy company in Germany (12.9 million) and the Netherlands (4.0 million) and is the third largest in the United Kingdom (8.3 million).",neutral,0.07778228,0.01240469,0.90981305
"• Market position by kilometers of energy networks5 E.ON has Germany’s longest power and gas networks (780,000 kilometers) and is thus the country’s largest distribution network operator.",positive,0.6312521,0.007497237,0.36125058
"Our power network in Sweden (144,000 kilometers) makes us one of its three largest distribution network operators.",neutral,0.4078731,0.007603903,0.584523
"5 Excludes the network length and customers of our companies in Türkiye, in Slovakia, and at NEW Group.",neutral,0.020517772,0.027741442,0.9517408
Combined Group Management Report → Business Report 38 E.ON Integrated Annual Report 2025 Energy Networks Business Model6 Our Energy Networks business division operates power and gas distribution networks and engages in related activities.,neutral,0.05016023,0.011814996,0.93802476
Distribution networks form the backbone of the energy transition.,neutral,0.045925036,0.016033728,0.9380412
"E.ON operates energy networks in four regional markets: Germany, Sweden, Central and Eastern Europe (including Czechia, Poland, and an at-equity shareholding in Slovakia), and South Eastern Europe (including Hungary, Croatia, Romania, and Enerjisa Enerji, an at-equity shareholding in Türkiye).",neutral,0.051987596,0.012874206,0.9351382
"This business division’s main tasks are to operate its power and gas networks reliably, conduct all necessary maintenance and repairs, and expand its power and gas networks, often in conjunction with installing customer connections and connecting renewable generating and storage facilities.",positive,0.5409424,0.009295599,0.44976193
"In addition, our upstream value chain mainly consists of goods and services for operating, maintaining, and expanding our power and gas distribution networks.",neutral,0.08798982,0.009339183,0.902671
Selected Highlights from Fiscal Year 2025 • Investments in the energy transition increased Energy Networks‘ investments rose by 20 percent year-over-year and went mainly toward projects relating to the energy transition.,positive,0.9399345,0.012911521,0.047154
• Adjusted EBITDA at upper end of forecast range Adjusted EBITDA surpassed the prior year by 12 percent.,positive,0.95853996,0.02021483,0.021245126
Our growing regulated asset base resulting from ongoing investments— especially in Germany— was among the factors in this positive performance.,positive,0.93724555,0.014053576,0.048700936
"• We are the playmaker of the energy transition and are making our networks more digital Our 10,000th digital local network station, which meets a new Group standard, entered service in E.ON’s network territory in Germany in the summer of 2025.",positive,0.6426632,0.0072179353,0.3501189
6 This section is part of the Sustainability Statement.,neutral,0.025259959,0.039255977,0.93548405
It contains disclosures to ESRS disclosure requirements ESRS 2 SBM -1 para.,neutral,0.021797156,0.030757016,0.94744587
Combined Group Management Report → Business Report 39 E.ON Integrated Annual Report 2025 Selected Energy Networks Projects E.ON enhances the energy transition by investing millions in digitalization E.ON’s extensive procurement initiative is propelling the energy transition’s progress in Germany in this decade and beyond.,positive,0.8459393,0.006868555,0.14719214
We have been concluding long-term contracts manufacturers in Germany and elsewhere in Europe that produce core components for expanding and modernizing infrastructure.,positive,0.9114856,0.010869202,0.07764512
"Our procurement initiative will encompass more than 100,000 kilometers of medium- and low- voltage cables, tens of thousands of digital local network stations, more than 500 medium- voltage circuit breaker systems for substations, and around 29,000 distribution and power transformers.",neutral,0.15909687,0.009188843,0.8317143
"Integrating these components into its distribution network in Germany will enable E.ON to connect numerous additional wind and solar farms, help further ramp up of eMobility and heat pumps, and support battery storage systems and data centers.",positive,0.8731723,0.006495192,0.12033249
A key aspect of the procurement initiative is the standardization of components and the digitalization of the network and system landscape.,neutral,0.16979152,0.007942683,0.82226574
Reducing technical variants improves planning and production processes for manufacturers.,positive,0.90121824,0.020043055,0.07873869
It also speeds up network expansion and modernization generally.,positive,0.58086395,0.008038103,0.4110979
E.ON’s procurement initiative as a network operator will help advance Germany’s energy transition and help make it economically viable.,positive,0.8957032,0.0071107056,0.097186014
"However, the growing demands on network infrastructure also mean that it must be continually developed to ensure— for our customers— a secure, independent, and affordable energy supply in Europe.",positive,0.6864184,0.011867069,0.30171454
"10,000th digital local network station enters service in Germany Our 10,000th digital local network station, which meets a new Group standard, entered service in E.ON’s network territory in Germany in July 2025.",neutral,0.09701751,0.008619106,0.8943634
This is a significant milestone.,positive,0.5755453,0.011324634,0.41313007
"Because the rapidly growing number of solar systems, battery storage facilities, electric vehicles, and heat pumps is placing increasing demands on distribution networks in particular.",positive,0.42105454,0.2504012,0.3285443
E.ON recently connected its two millionth renewable energy plant to its networks in Germany.,positive,0.72403556,0.007270201,0.26869425
These plants have a total output of more than 100 gigawatts.,neutral,0.08515923,0.0101395855,0.9047012
We need data from smart equipment and digital local network stations to enable us to continue operating our distribution networks reliably and efficiently and thus ensure security of supply.,positive,0.7963882,0.007384172,0.19622763
"Drones: smart helpers for networks Drones offer considerable added value in applications like flying over overhead lines and electricity pylons, monitoring our construction sites, and continually improving occupational safety.",neutral,0.37597847,0.009480479,0.61454105
Our network companies in Germany currently use about 245 drones for various tasks.,neutral,0.040911138,0.01656486,0.942524
"For example, drones can produce high-resolution images for AI applications such as automated damage detection.",neutral,0.05933899,0.018709723,0.9219513
Preparing a drone for flight.,neutral,0.046568975,0.039500315,0.9139307
"Combined Group Management Report → Business Report 40 E.ON Integrated Annual Report 2025 Operating KPIs Network Length and Network Customers E.ON’s power networks in Germany were about 686,000 kilometers long, slightly shorter than in the prior year (about 692,000 kilometers).",negative,0.034711372,0.7115524,0.25373617
At year-end E.ON had about 14.2 million network customers for power in its service territory (prior year: about 14.8 million).,neutral,0.04949459,0.014709711,0.93579566
"E.ON’s gas system in Germany was slightly shorter at about 94,000 kilometers (prior year: about 98,000 kilometers).",neutral,0.08310323,0.32671276,0.590184
"The number of gas network customers declined slightly as well, to roughly 1.7 million (prior year: roughly 1.9 million).",negative,0.012221172,0.9700937,0.017685102
These declines mainly reflect NEW Group’s deconsolidation.,negative,0.016854482,0.9215738,0.06157171
"The length of E.ON’s power networks in Sweden was about 144,000 kilometers (prior year: about 143,000 kilometers).",neutral,0.029884892,0.028192965,0.9419221
"The number of customers in the power distribution system was about 1.1 million, unchanged from the prior year.",positive,0.8179579,0.08947979,0.09256238
"E.ON operates power networks in Central Eastern Europe with a total system length of roughly 87,000 kilometers (prior year: about 87,000 kilometers) and supplies about 2.8 million network customers (prior year: 2.7 million).",neutral,0.055986013,0.0137702795,0.9302437
"Gas networks operated by E.ON were roughly 4,600 kilometers long (prior year: around 4,600 kilometers).",neutral,0.028798316,0.036209036,0.9349926
"As in the prior year, the number of gas network customers was about 0.1 million.",neutral,0.03728041,0.10252082,0.8601988
"E.ON operates power networks in South Eastern Europe with a total system length of roughly 163,000 kilometers (prior year: about 162,000 kilometers) and, as in the prior year, supplies about 5.1 million network customers.",neutral,0.09172985,0.0104418425,0.8978283
"Gas networks operated by E.ON were roughly 47,000 kilometers long (prior year: about 46,000 kilometers).",neutral,0.03144978,0.027269516,0.9412807
"As in the prior year, there were about 2.7 million gas network customers.",neutral,0.048128914,0.03503326,0.9168379
Distributed Power and Gas Volume Distributed power volume of 292.0 billion kWh was slightly below the prior year (296.4 billion kWh).,negative,0.01623645,0.9612649,0.022498641
"The decline was mainly due to the continuous expansion of renewable generating capacity, which helped increase the self-use rate, particularly among industrial and commercial (“I&C”) customers.",positive,0.47804874,0.46073347,0.06121789
"In addition, Germany’s persistently weak economy dampened power demand and thus distributed volume.",negative,0.014434446,0.96545994,0.020105617
NEW Group’s deconsolidation contributed to the decline as well.,negative,0.02302969,0.9462527,0.03071756
Distributed gas volume (199.3 billion kWh) rose moderately in 2025 (prior year: 195.9 billion kWh).,positive,0.956684,0.019691648,0.023624336
"Lower and more stable gas prices had a positive effect on distributed volume, while colder temperatures than in the prior year led to higher demand, particularly in Hungary.",positive,0.94725317,0.035157938,0.017588863
"Distributed Volume1 Germany Sweden Central Eastern Europe South Eastern Europe Total Billion kWh 2025 2024 2025 2024 2025 2024 2025 2024 2025 2024 Fourth quarter Power 58.0 60.1 9.2 9.2 5.3 5.3 7.5 7.5 80.0 82.1 Network loss, station use, etc.",negative,0.017662846,0.6272406,0.35509652
"2.0 1.9 0.3 0.3 0.2 0.2 0.5 0.5 3.0 2.9 Gas 48.8 51.1 0.0 0.0 1.0 1.1 13.7 14.3 63.5 66.5 Full year Power 210.8 214.6 32.7 33.3 20.1 19.9 28.4 28.6 292.0 296.4 Network loss, station use, etc.",neutral,0.021730399,0.26441807,0.7138516
7.3 7.1 1.1 1.1 0.9 0.9 1.7 1.7 11.0 10.8 Gas 156.6 155.6 0.0 0.0 3.1 2.8 39.6 37.5 199.3 195.9 1We report distributed power volume without network losses since the start of 2025 and adjusted the prior-year figures accordingly.,neutral,0.043562915,0.23855254,0.71788454
Network losses for distributed gas volume are negligible; the prior-year figures therefore required no adjustment.,negative,0.04652687,0.65554893,0.2979242
Combined Group Management Report → Business Report 41 E.ON Integrated Annual Report 2025 Energy Networks‘ Earnings and Financial Situation Investments Energy Networks’ earnings performance in the year under review reflects consistently high investments in the energy transition.,positive,0.85943127,0.032458343,0.108110264
Investments rose by €1.2 billion in 2025 to €7.0 billion (prior year: €5.8 billion).,positive,0.9480799,0.015335791,0.036584344
In all regions they went primarily toward n ew connections and network expansion in conjunction with the energy transition.,neutral,0.17351113,0.010120776,0.81636804
Investments thus surpassed our forecast figure of roughly €6.9 billion.,positive,0.9545429,0.01565324,0.029803816
"Higher investments generally included the expansion, modernization, and digitization of network infrastructure.",neutral,0.18671304,0.009436532,0.8038505
The installation of digital local network stations is one example of the digitalization measures we conducted in 2025.,neutral,0.11823171,0.009131766,0.87263656
"These stations can better monitor and balance out fluctuations in load and feed-in, thereby increasing operating efficiency and network stability.",positive,0.8794215,0.009012113,0.11156638
Investments further grew our regulated asset base as well.,positive,0.8882178,0.008358317,0.103423856
External Sales Energy Networks’ external sales rose by €2.6 billion year-over-year to €23.2 billion (prior year: €20.7 billion).,positive,0.95678896,0.0184151,0.0247959
Germany was the main contributor to this increase due to the expansion of our regulated asset base and the regulatory recognition of inflation from previous years.,positive,0.91248393,0.00979522,0.077720836
"In addition, the increase in sales resulted in part from positive tariff adjustments and higher catch-up effects in nearly all markets outside Germany.",positive,0.95828307,0.016849551,0.024867399
"Adjusted EBITDA Against this backdrop, Energy Networks’ adjusted EBITDA increased by €827 million to €7,695 million (prior year: €6,868 million).",positive,0.9563446,0.01722196,0.026433423
"Slightly better -than-planned distributed volume in Germany served to increase earnings, while the volume-related effects that had adversely affected prior- year earnings did not recur in the year under review.",positive,0.9560925,0.025152773,0.018754745
"In addition, higher regulatory depreciation resulting from the application of the KANU 2.0 ruling led to higher earnings (the Federal Network Agency decided to adjust the imputed useful lives and depreciation modalities of natural gas pipelines).",positive,0.8266335,0.14885049,0.024516061
"The aforementioned investment growth was accompanied by higher operating expenses, resulting in particular from the addition of human resources and the associated rise in personnel expenses along with higher expenditures for digitalization measures, which had a negative impact on earnings.",negative,0.01712409,0.9613232,0.021552626
Earnings were also reduced by NEW Group’s deconsolidation and the non-recurrence of a positive one-off effect recorded in the prior year in connection with the sale of equity interests.,negative,0.019578408,0.9652251,0.015196465
Tariff adjustments in particular contributed to higher earnings in Sweden.,positive,0.9539337,0.029819455,0.016246818
A weather-driven increase in distributed gas volume along with catch-up effects for costs incurred in prior years for network losses (particularly in Hungary) had a positive impact on the Central Eastern Europe and the South Eastern Europe segments.,positive,0.9574598,0.02273351,0.019806776
Energy Networks’ adjusted EBITDA in fiscal year 2025 slightly surpassed our forecast of €7.4 to €7.6 billion.,positive,0.944267,0.037282657,0.018450366
"Operating Cashflow before Interests and Taxes Energy Networks’ operating cash flow before interest and taxes mainly tracked its adjusted EBITDA performance, particularly in Germany, Central Eastern Europe, and South Eastern Europe, although working capital items in Germany had a slightly countervailing effect.",positive,0.6558891,0.08343057,0.26068026
"Energy Networks Germany Sweden Central Eastern Europe South Eastern Europe Consolidation Total € in millions 2025 2024 2025 2024 2025 2024 2025 2024 2025 2024 2025 2024 Fourth quarter External sales 5,454 4,807 355 318 219 355 511 493 – – 6,539 5,973 Adjusted EBITDA 1,436 1,544 207 191 181 168 244 179 -1 -1 2,067 2,081 Operating cash flow before interest and taxes 2,030 1,331 309 303 350 179 278 140 – -1 2,967 1,952 Investments 2,281 1,755 195 168 229 177 204 165 2 1 2,911 2,266 Full year External sales 19,391 16,905 1,302 1,179 846 970 1,706 1,637 – – 23,245 20,691 Adjusted EBITDA 5,241 5,008 799 714 748 632 907 514 – – 7,695 6,868 Operating cash flow before interest and taxes 5,471 4,717 876 737 864 597 836 329 – -1 8,047 6,379 Investments 5,344 4,361 588 520 505 463 586 489 – 1 7,023 5,834 Combined Group Management Report → Business Report 42 E.ON Integrated Annual Report 2025 Energy Infrastructure Solutions Business Model7 The Energy Infrastructure Solutions business division develops energy and infrastructure solutions for supplying heat, electricity, steam, and cooling to cities, communities, businesses, and industries.",neutral,0.0365536,0.019348621,0.94409776
This business division is active along the entire value chain.,neutral,0.11282887,0.008936317,0.8782348
"It plans, builds, finances, and operates energy generation and management systems and also optimizes them on an ongoing basis.",neutral,0.07717977,0.010195699,0.9126245
"Energy Infrastructure Solutions’ core business is to construct, connect, and operate district heating and cooling networks.",neutral,0.07057804,0.00960271,0.91981924
The aim is to ensure an efficient and climate-friendly supply.,positive,0.726431,0.00793109,0.26563793
"Its most important customers include housing companies, municipalities, real estate developers, and households.",neutral,0.04494167,0.013194499,0.9418638
"In addition, Energy Infrastructure Solutions offers solutions for supplying energy to industrial and commercial customers’ production processes and increasing their energy efficiency.",positive,0.5464601,0.0075895893,0.4459504
The systems are digitally synchronized with these processes to ensure an optimized and reliable energy supply.,neutral,0.17381215,0.008270497,0.81791735
"This involves the use of advanced technologies like combined heat and power (“CHP”) plants, heat pumps, renewables like wind and solar systems, and battery storage— all coupled with comprehensive engineering services.",neutral,0.16180895,0.0076583102,0.8305327
Smart energy meters supplement our portfolio in the United Kingdom.,neutral,0.31872076,0.0074721687,0.6738071
They make energy consumption transparent and enable access to home energy management systems and other innovative products.,neutral,0.35448256,0.007695332,0.6378222
"Our services— which include installation, replacement, operation, and maintenance— help customers conserve energy and reduce costs.",neutral,0.4382705,0.009944726,0.55178475
"Energy Infrastructure Solutions is active in 14 European countries, principally in Germany, Scandinavia, and the United Kingdom.",neutral,0.08573508,0.009002381,0.90526253
"It aims to make an important contribution to lastingly affordable, climate-friendly, and reliable energy infrastructure solutions that sustainably support our growth targets.",positive,0.8616633,0.007986215,0.13035052
7This section is part of the Sustainability Statement.,neutral,0.02602298,0.02409731,0.9498797
It contains disclosures to ESRS disclosure requirements ESRS 2 SBM-1 para.,neutral,0.021797156,0.030757016,0.94744587
"Combined Group Management Report → Business Report 43 E.ON Integrated Annual Report 2025 Selected Highlights from Fiscal Year 2025 • Solid growth in external sales External sales rose by around 5 percent year-over-year to €2,803 million owing to a slight increase in sales volume in Germany and the commissioning of additional assets.",positive,0.95927525,0.020293074,0.020431628
• We are the playmaker of Europe’s energy transition and promote the decarbonization of district heating networks E.ON’s flagship United Heat project aims to sustainably expand a district heating network across national borders (details below).,positive,0.8681926,0.00694767,0.124859765
• Strategic partnership with data center operator Cyrus One This partnership’s purpose is to develop and implement embedded generation solutions for data centers in order to overcome capacity constraints in power networks (details below).,positive,0.73370385,0.007990256,0.25830588
Selected Energy Infrastructure Solutions Projects United Heat: cross-border partnership to connect district heating networks E.ON is partnering with two cities— Görlitz in Germany and Zgorzelec in Poland— to propel the decarbonization of district heating systems across borders.,positive,0.84932363,0.006719353,0.14395706
The aim is to establish a sustainable district heating network supplied entirely by renewables.,positive,0.72170794,0.0070615066,0.2712305
"Innovative supply approaches and the use of local, climate-neutral technologies will enable the project to prevent up to 50,000 metric tons of carbon emissions annually (18,000 metric tons of which will be saved by E.ON).",positive,0.80631214,0.0077688727,0.18591896
"Pioneering green sports: Sparta Rotterdam Our Dutch subsidiary Essent and Sparta Rotterdam professional soccer club have redesigned Het Kasteel stadium by installing an integrated energy system consisting of a geothermal heat storage tank and over 1,000 solar panels.",neutral,0.2773595,0.009746938,0.71289355
"The heat storage system not only provides sustainable heating and cooling but also heats the grass playing surface in the winter, enabling Sparta Rotterdam’s stadium to be powered entirely by electricity.",neutral,0.23320068,0.008461108,0.7583383
The project ensures a completely sustainable energy supply and significantly shrinks the stadium’s ecological footprint.,negative,0.08149185,0.8823551,0.03615306
"Solar panels on a stadium roof Cyrus One: strategic partnership for smart energy supply to data centers We forged a strategic partnership Cyrus One, which owns, develops, and operates data centers worldwide.",positive,0.77990365,0.007683694,0.21241271
The partnership is dedicated to designing innovative embedded energy generation solutions for data centers and thus to overcoming capacity constraints in power networks.,positive,0.78847814,0.00716976,0.20435208
"Together with Cyrus One, we are utilizing advanced technologies like the E.ON IQ Energy® Center and integrating sustainable approaches like recycling waste heat to provide cooling— all to promote energy efficiency and carbon neutrality for our customers.",neutral,0.41080958,0.0077354037,0.58145505
"Alongside these services, the partnership includes network services and power purchase agreements.",neutral,0.13901629,0.0073929634,0.8535908
Our goal for this partnership is to use a scalable and resilient energy generation solution to enable growth in markets where network constraints would otherwise render it impossible.,positive,0.8657446,0.008609781,0.12564564
"Combined Group Management Report → Business Report 44 E.ON Integrated Annual Report 2025 Energy Infrastructure Solutions’ Earnings and Financial Situation Energy Sold Energy sold to third parties (heat, electricity, steam, and cooling) amounted to 17.6 billion kWh in fiscal year 2025 (prior year: 16.8 billion kWh).",neutral,0.042341597,0.028416842,0.92924154
The slight increase in sales volume in Germany was caused in particular by a rise in heat sales resulting from comparatively colder temperatures in 2025 and by the commissioning of new assets.,positive,0.83499,0.13656832,0.02844169
Investments Energy Infrastructure Solutions’ investments of €895 million were €74 million below the prior- year figure (€969 million).,negative,0.012615181,0.9247336,0.06265127
The decline is mainly due to our large -scale battery storage project in Uskmouth in South Wales.,negative,0.0121714,0.95672774,0.031100875
Progress in its construction resulted in a year-over-year decrease in investments.,negative,0.029727561,0.95651644,0.013756054
"In addition, projects were completed at industrial customers’ facilities in Germany in 2025.",neutral,0.45396864,0.007796727,0.53823465
This likewise resulted in lower investment expenditures relative to the prior year.,positive,0.6116703,0.35365874,0.034670968
"This decline was partially offset by additional growth investments, primarily in Germany and the Netherlands.",positive,0.8193924,0.15011735,0.030490216
"Investments were thus slightly below the forecast figure of roughly €1 billion, because expenditures for certain projects will not be made until 2026.",negative,0.012527403,0.96321595,0.024256617
"External Sales Energy Infrastructure Solutions’ external sales of €2,803 million in fiscal year 2025 were €126 million above the prior-year figure (€2,677 million).",positive,0.5250056,0.3312418,0.14375277
"A slight increase in sales volume, the aforementioned commissioning of additional assets in Germany, and price adjustments in Sweden had a positive impact on sales compared with the prior year.",positive,0.9504209,0.031292357,0.018286671
"Adjusted EBITDA Energy Infrastructure Solutions recorded adjusted EBITDA of €588 million in 2025, slightly more than in the prior year (€558 million).",positive,0.93493927,0.03393013,0.031130591
This increase is primarily attributable to improved asset availability (particularly in Scandinavia and the United Kingdom) and to weather-related volume effects in the heat business in Germany.,positive,0.9546893,0.015585588,0.029725049
The further expansion of smart energy metering infrastructure in the United Kingdom was another positive factor.,positive,0.9392654,0.013208034,0.047526646
"This was offset by the loss of earnings streams from the sale of smaller assets, particularly in Germany.",positive,0.72450477,0.237638,0.037857283
Adjusted EBITDA in fiscal year 2025 was therefore within the forecast range of €0.55 to €0.65 billion.,positive,0.60956615,0.11822477,0.2722091
"Operating Cashflow before Interest and Taxes Energy Infrastructure Solutions’ operating cash flow before interest and taxes increased, reflecting its adjusted EBITDA performance and the non-recurrence of adverse one-off items recorded in working capital in the prior year.",positive,0.94428545,0.039736643,0.015977964
"Energy Infrastructure Solutions € in millions 2025 2024 Fourth quarter External sales 856 852 Adjusted EBITDA 189 212 Operating cash flow before interest and taxes 139 208 Investments 318 302 Full year External sales 2,803 2,677 Adjusted EBITDA 588 558 Operating cash flow before interest and taxes 597 405 Investments 895 969 Combined Group Management Report → Business Report 45 E.ON Integrated Annual Report 2025 Energy Retail Business Model8 Our Energy Retail business division supplies power and gas to customers in Europe.",neutral,0.05745967,0.012897055,0.9296433
It markets both conventional and climate-neutral green gas.,neutral,0.05903899,0.009382455,0.9315786
"We also offer sustainable solutions that enhance energy efficiency, energy autonomy, and eMobility.",positive,0.6928145,0.007894613,0.29929087
E.ON’s wide range of offerings supports customers— regardless of whether they continue to prefer traditional energy service or take the next step toward their own generating facilities and additional flexibility options.,positive,0.8099502,0.0063078436,0.18374199
"The offerings encompass renewable electricity supply, climate-friendly heating solutions, eMobility as well as solar and flexibility solutions.",neutral,0.09014148,0.008705599,0.9011529
"E.ON’s activities focus on the individual needs of several customer groups: residential, small and medium-sized enterprises (“SME”), industrial and commercial (“I&C”), and sales partners.",neutral,0.06028849,0.012054398,0.92765707
"This business division is divided into the following segments: Germany, United Kingdom, Netherlands, and Other.",neutral,0.025143566,0.019767253,0.9550892
